URL,FINAL URL,FINAL URL LENGTH,CANONICAL,CANONICAL LENGTH,TITLE,TITLE LENGTH,TITLE STATUS,H1-1,H1-1 LENGTH,H1-1 STATUS,META DESCRIPTION,META DESCRIPTION LENGTH,META DESCRIPTION STATUS,META KEYWORDS,META KEYWORDS LENGTH,H2-1,H2-1 LENGTH,H2-1 STATUS,NUMBER OF IMAGES,NUMBER OF WITH ALT-TAG,NUMBER OF WITHOUT ALT-TAG,ALT-TAG AVERAGE LENGTH,ALT-TAG MAXIMUM LENGTH,ALT-TAG MINIMUM LENGTH,NUMBER OF ALT-TAGS THAT ARE DUPLICATED,CONTENT TYPE,DATE,HTTP/HTTPS,REDIRECT,REDIRECT TYPE,RESPONSE TIME (MS),STATUS,STATUS CODE,DEPTH,FOLDER LEVEL 1,FOLDER LEVEL 2,FOLDER LEVEL 3
https://www.asiainspection.com/regulatory-updates/August-2017/aug2017-europe-tolerable-intake-aluminum,https://www.asiainspection.com/regulatory-updates/August-2017/aug2017-europe-tolerable-intake-aluminum,102.0,None,,Europe SCHEER Issues Preliminary Opinion on Tolerable Intake of Aluminum with Regards to Adapting the Migration Limits for Aluminum in Toys,139.0,TOO LONG,August-2017 Regulatory Update,29.0,,,0.0,,,0.0,NORTH AMERICA NEWS,18.0,,8.0,4.0,4.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:15:29 GMT",HTTPS,False,NONE,45.368,OK,200.0,3.0,regulatory-updates,August-2017,
http://www.asiainspection.com/regulatory-updates/August-2017/aug2017-europe-tolerable-intake-aluminum,https://www.asiainspection.com/regulatory-updates/August-2017/aug2017-europe-tolerable-intake-aluminum,102.0,None,,Europe SCHEER Issues Preliminary Opinion on Tolerable Intake of Aluminum with Regards to Adapting the Migration Limits for Aluminum in Toys,139.0,TOO LONG,August-2017 Regulatory Update,29.0,,,0.0,,,0.0,NORTH AMERICA NEWS,18.0,,8.0,4.0,4.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:19:12 GMT",HTTPS,False,NONE,59.739,OK,200.0,3.0,regulatory-updates,August-2017,
http://www.asiainspection.com/regulatory-updates/June-2016/new-york-childrens-products,https://www.asiainspection.com/regulatory-updates/June-2016/new-york-childrens-products,87.0,None,,Bill A5612A Passes Assembly & Moves to Senate as Bill S7507 - Reporting & Prohibition of Children's Products Containing Priority Chemicals,138.0,TOO LONG,June-2016 Regulatory Update,27.0,,"The US State New York Proposed Bill A5612A passed assembly and now moves to Senate as Bill S7507, concerning reporting and prohibition of children's products containing priority chemicals. Get the details here.",210.0,,,0.0,NORTH AMERICA NEWS,18.0,,113.0,4.0,109.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:16:44 GMT",HTTPS,False,NONE,981.458,OK,200.0,3.0,regulatory-updates,June-2016,
https://www.asiainspection.com/regulatory-updates/June-2016/new-york-childrens-products,https://www.asiainspection.com/regulatory-updates/June-2016/new-york-childrens-products,87.0,None,,Bill A5612A Passes Assembly & Moves to Senate as Bill S7507 - Reporting & Prohibition of Children's Products Containing Priority Chemicals,138.0,TOO LONG,June-2016 Regulatory Update,27.0,,"The US State New York Proposed Bill A5612A passed assembly and now moves to Senate as Bill S7507, concerning reporting and prohibition of children's products containing priority chemicals. Get the details here.",210.0,,,0.0,NORTH AMERICA NEWS,18.0,,113.0,4.0,109.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:14:14 GMT",HTTPS,False,NONE,81.931,OK,200.0,3.0,regulatory-updates,June-2016,
http://www.asiainspection.com/regulatory-updates/April-2016/connecticut-flame-retardants,https://www.asiainspection.com/regulatory-updates/April-2016/connecticut-flame-retardants,89.0,None,,US State Connecticut Proposes Prohibition in Children's Products & Upholstered Residential Furniture Containing Certain Flame Retardants,136.0,TOO LONG,April-2016 Regulatory Update,28.0,,"On February 24, 2016, the Public Safety and Security Committee introduced House Bill No. 5404 ""An Act Concerning Toxic Flame Retardant Chemicals in Children's Products and Furniture"". Learn more here.",200.0,,,0.0,NORTH AMERICA NEWS,18.0,,6.0,4.0,2.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:17:40 GMT",HTTPS,False,NONE,999.889,OK,200.0,3.0,regulatory-updates,April-2016,
https://www.asiainspection.com/regulatory-updates/April-2016/connecticut-flame-retardants,https://www.asiainspection.com/regulatory-updates/April-2016/connecticut-flame-retardants,89.0,None,,US State Connecticut Proposes Prohibition in Children's Products & Upholstered Residential Furniture Containing Certain Flame Retardants,136.0,TOO LONG,April-2016 Regulatory Update,28.0,,"On February 24, 2016, the Public Safety and Security Committee introduced House Bill No. 5404 ""An Act Concerning Toxic Flame Retardant Chemicals in Children's Products and Furniture"". Learn more here.",200.0,,,0.0,NORTH AMERICA NEWS,18.0,,6.0,4.0,2.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:14:50 GMT",HTTPS,False,NONE,51.668,OK,200.0,3.0,regulatory-updates,April-2016,
http://www.asiainspection.com/asia-inspection-news/2016-q4-china-growth-stabilizing-factory-fires-plague-supply-chains,https://www.asiainspection.com/asia-inspection-news/2016-q4-china-growth-stabilizing-factory-fires-plague-supply-chains,119.0,None,,2016 Q4 – Manufacturing & Audit Industry News: China Growth Stabilizing as Exploding Batteries and Factory Fires Plague Supply Chains,133.0,TOO LONG,AsiaInspection 2016 Q4 Barometer,32.0,,The 2016 Q4 Manufacturing and Audit Industry News release from AsiaInspection reveals supply chains struggle with responsible sourcing Find out more about the latest industry trends here.,187.0,,"manufacturing industry news, audit industry news, supply chain industry news",76.0,Pressure on China's Exports from Neighboring Countries Varies per Industry ,75.0,,8.0,6.0,2.0,30.833333333333332,83.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:13:53 GMT",HTTPS,False,NONE,78.143,OK,200.0,2.0,asia-inspection-news,,
https://www.asiainspection.com/asia-inspection-news/2016-q4-china-growth-stabilizing-factory-fires-plague-supply-chains,https://www.asiainspection.com/asia-inspection-news/2016-q4-china-growth-stabilizing-factory-fires-plague-supply-chains,119.0,None,,2016 Q4 – Manufacturing & Audit Industry News: China Growth Stabilizing as Exploding Batteries and Factory Fires Plague Supply Chains,133.0,TOO LONG,AsiaInspection 2016 Q4 Barometer,32.0,,The 2016 Q4 Manufacturing and Audit Industry News release from AsiaInspection reveals supply chains struggle with responsible sourcing Find out more about the latest industry trends here.,187.0,,"manufacturing industry news, audit industry news, supply chain industry news",76.0,Pressure on China's Exports from Neighboring Countries Varies per Industry ,75.0,,8.0,6.0,2.0,30.833333333333332,83.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:11:43 GMT",HTTPS,False,NONE,23.618,OK,200.0,2.0,asia-inspection-news,,
https://www.asiainspection.com/testing/jewelry,https://www.asiainspection.com/testing/jewelry,46.0,None,,"Lab Testing, Quality Control and Ethical Audits for the Jewelry Industry | AsiaInspection – Quality Assurance, Safety & Compliance ",131.0,TOO LONG,Jewelry,7.0,,"AsiaInspection offers product inspections, lab testing, and RJC certified ethical audits for the jewelry industry. Secure your jewelry supply chain and protect your brand.",171.0,,"Jewelry Testing, Jewelry Quality Control, Jewelry Ethical Audits",64.0,QC Tailored for the Jewelry Industry,36.0,,11.0,5.0,6.0,18.0,70.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:10:57 GMT",HTTPS,False,NONE,16.602,OK,200.0,2.0,testing,,
http://www.asiainspection.com/testing/jewelry,https://www.asiainspection.com/testing/jewelry,46.0,None,,"Lab Testing, Quality Control and Ethical Audits for the Jewelry Industry | AsiaInspection – Quality Assurance, Safety & Compliance ",131.0,TOO LONG,Jewelry,7.0,,"AsiaInspection offers product inspections, lab testing, and RJC certified ethical audits for the jewelry industry. Secure your jewelry supply chain and protect your brand.",171.0,,"Jewelry Testing, Jewelry Quality Control, Jewelry Ethical Audits",64.0,QC Tailored for the Jewelry Industry,36.0,,11.0,5.0,6.0,18.0,70.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:11:35 GMT",HTTPS,False,NONE,148.893,OK,200.0,2.0,testing,,
http://www.asiainspection.com/regulatory-updates/March-2016/china-hazardous-electronics,https://www.asiainspection.com/regulatory-updates/March-2016/china-hazardous-electronics,88.0,None,,China Issues Administrative Measures for the Restriction of Hazardous Substances in Electrical & Electronic Product (China RoHS 2),130.0,TOO LONG,March-2016 Regulatory Update,28.0,,"On January 21, 2016, the Ministry of Industry and Information Technology of the People's Republic of China issued China RoHS 2 in order to reduce and control the pollution from electrical and electronic waste. Learn more here.",226.0,,,0.0,NORTH AMERICA NEWS,18.0,,6.0,4.0,2.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:18:08 GMT",HTTPS,False,NONE,18.164,OK,200.0,3.0,regulatory-updates,March-2016,
https://www.asiainspection.com/regulatory-updates/March-2016/china-hazardous-electronics,https://www.asiainspection.com/regulatory-updates/March-2016/china-hazardous-electronics,88.0,None,,China Issues Administrative Measures for the Restriction of Hazardous Substances in Electrical & Electronic Product (China RoHS 2),130.0,TOO LONG,March-2016 Regulatory Update,28.0,,"On January 21, 2016, the Ministry of Industry and Information Technology of the People's Republic of China issued China RoHS 2 in order to reduce and control the pollution from electrical and electronic waste. Learn more here.",226.0,,,0.0,NORTH AMERICA NEWS,18.0,,6.0,4.0,2.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:14:00 GMT",HTTPS,False,NONE,300.707,OK,200.0,3.0,regulatory-updates,March-2016,
http://www.asiainspection.com.br,https://www.asiainspection.com.br/,34.0,None,,"Controle de qualidade: serviços de Inspeções de produtos, testes laboratoriais, auditoria social e de fábrica | AsiaInspection.pt",129.0,TOO LONG,Trazemos Confiança e Padrões Sociais ao Comércio Internacional,62.0,,"Programas de auditoria de fornecedores no local, inspeções de produtos e testes de laboratório para as marcas internacionais, retalhistas e importadores. Proteja e gira a sua cadeia de fornecimento aqui.",203.0,,"controlo qualidade asia, china qc, asia inspection",50.0,A Sua Cadeia de Fornecimento está em boas mãos,46.0,,32.0,12.0,20.0,51.0,62.0,33.0,0.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:11:04 GMT",HTTPS,False,NONE,91.785,OK,200.0,0.0,,,
http://www.asiainspection.com/regulatory-updates/October-2017/oct2017-us-cpsc-exempt-wood,https://www.asiainspection.com/regulatory-updates/October-2017/oct2017-us-cpsc-exempt-wood,90.0,None,,US CPSC Issues Draft Rulemaking Notice for Determining the Exemption of Certain Untreated and Unfinished Engineered Wood Products,129.0,TOO LONG,October-2017 Regulatory Update,30.0,,,0.0,,,0.0,NORTH AMERICA NEWS,18.0,,8.0,4.0,4.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:18:59 GMT",HTTPS,False,NONE,25.354,OK,200.0,3.0,regulatory-updates,October-2017,
https://www.asiainspection.com/regulatory-updates/October-2017/oct2017-us-cpsc-exempt-wood,https://www.asiainspection.com/regulatory-updates/October-2017/oct2017-us-cpsc-exempt-wood,90.0,None,,US CPSC Issues Draft Rulemaking Notice for Determining the Exemption of Certain Untreated and Unfinished Engineered Wood Products,129.0,TOO LONG,October-2017 Regulatory Update,30.0,,,0.0,,,0.0,NORTH AMERICA NEWS,18.0,,8.0,4.0,4.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:13:46 GMT",HTTPS,False,NONE,28.42,OK,200.0,3.0,regulatory-updates,October-2017,
https://www.asiainspection.com/testing/cosmetics,https://www.asiainspection.com/testing/cosmetics,48.0,None,,"Quality Control Services for the Cosmetics Industry | Inspections, Lab Testing, Factory and Ethical Audits | AsiaInspection.com ",128.0,TOO LONG,Cosmetics,9.0,,"AsiaInspection offers product inspections, supplier audits and laboratory testing tailored for the cosmetics industry to comply with country-specific regulations and international standards.",190.0,,"Cosmetics Testing, Makeup Testing, Skin Care, Beauty Products, Inspections, Audits, Lab Testing",95.0,AI Ethical and Environmental Audits for Cosmetics Brands,56.0,,13.0,5.0,8.0,17.6,68.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:10:42 GMT",HTTPS,False,NONE,221.619,OK,200.0,2.0,testing,,
https://www.asiainspection.com/asia-inspection-news/2015-q2-barometer-68-million-children,https://www.asiainspection.com/asia-inspection-news/2015-q2-barometer-68-million-children,89.0,None,,"2015 Q2 – Manufacturing & Audit Industry News: G7 Summit Focus - Sustainable & Ethical Global Supply Chain, Food Scandals & More",128.0,TOO LONG,AsiaInspection 2015 Q2 Barometer,32.0,,"The 2015 Q2 Manufacturing and Audit Industry News release from AsiaInspection reviews the sustainable and ethical supply chain focus from the G7 Summit, food scandals, and more. Read the full synopsis here.",206.0,,"manufacturing industry news, audit industry news, supply chain industry news, 2015 g7 summit",92.0,Environmental and Social Standards Top Mandate for Upcoming G7 Summit,69.0,,8.0,6.0,2.0,26.5,82.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:11:26 GMT",HTTPS,False,NONE,116.973,OK,200.0,2.0,asia-inspection-news,,
http://www.asiainspection.com/asia-inspection-news/2015-q2-barometer-68-million-children,https://www.asiainspection.com/asia-inspection-news/2015-q2-barometer-68-million-children,89.0,None,,"2015 Q2 – Manufacturing & Audit Industry News: G7 Summit Focus - Sustainable & Ethical Global Supply Chain, Food Scandals & More",128.0,TOO LONG,AsiaInspection 2015 Q2 Barometer,32.0,,"The 2015 Q2 Manufacturing and Audit Industry News release from AsiaInspection reviews the sustainable and ethical supply chain focus from the G7 Summit, food scandals, and more. Read the full synopsis here.",206.0,,"manufacturing industry news, audit industry news, supply chain industry news, 2015 g7 summit",92.0,Environmental and Social Standards Top Mandate for Upcoming G7 Summit,69.0,,8.0,6.0,2.0,26.5,82.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:12:48 GMT",HTTPS,False,NONE,988.729,OK,200.0,2.0,asia-inspection-news,,
http://www.asiainspection.com/testing/cosmetics,https://www.asiainspection.com/testing/cosmetics,48.0,None,,"Quality Control Services for the Cosmetics Industry | Inspections, Lab Testing, Factory and Ethical Audits | AsiaInspection.com ",128.0,TOO LONG,Cosmetics,9.0,,"AsiaInspection offers product inspections, supplier audits and laboratory testing tailored for the cosmetics industry to comply with country-specific regulations and international standards.",190.0,,"Cosmetics Testing, Makeup Testing, Skin Care, Beauty Products, Inspections, Audits, Lab Testing",95.0,AI Ethical and Environmental Audits for Cosmetics Brands,56.0,,13.0,5.0,8.0,17.6,68.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:11:42 GMT",HTTPS,False,NONE,36.75,OK,200.0,2.0,testing,,
http://www.asiainspection.com/testing/promotional-products,https://www.asiainspection.com/testing/promotional-products,59.0,None,,Testing & Quality Control for Promotional Products | AsiaInspection – 3rd Party Inspections for Gift & Premium Marketing Items ,127.0,TOO LONG,Promotional Products,20.0,,"AI offers lab testing, product inspections, and audits for a wide range of promotional merchandise. Find out how to improve the quality of your products with AsiaInspection.",173.0,,"promotional products, promotional items, gifts and premiums",59.0,QC Tailored for the Promotional Products Industry,49.0,,11.0,5.0,6.0,17.4,67.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:11:31 GMT",HTTPS,False,NONE,29.579,OK,200.0,2.0,testing,,
https://www.asiainspection.com/testing/promotional-products,https://www.asiainspection.com/testing/promotional-products,59.0,None,,Testing & Quality Control for Promotional Products | AsiaInspection – 3rd Party Inspections for Gift & Premium Marketing Items ,127.0,TOO LONG,Promotional Products,20.0,,"AI offers lab testing, product inspections, and audits for a wide range of promotional merchandise. Find out how to improve the quality of your products with AsiaInspection.",173.0,,"promotional products, promotional items, gifts and premiums",59.0,QC Tailored for the Promotional Products Industry,49.0,,11.0,5.0,6.0,17.4,67.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:10:38 GMT",HTTPS,False,NONE,10.327,OK,200.0,2.0,testing,,
http://www.asiainspection.com/regulatory-updates/September-2016/california-prop65-reasonable-warnings,https://www.asiainspection.com/regulatory-updates/September-2016/california-prop65-reasonable-warnings,102.0,None,,US State California OEHHA Adopts Amendments to Article 6 of the CCR Regarding Clear and Reasonable Warnings for Proposition 65,126.0,TOO LONG,September-2016 Regulatory Update,32.0,,,0.0,,,0.0,NORTH AMERICA NEWS,18.0,,11.0,4.0,7.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:15:27 GMT",HTTPS,False,NONE,11.764,OK,200.0,3.0,regulatory-updates,September-2016,
https://www.asiainspection.com/regulatory-updates/September-2016/california-prop65-reasonable-warnings,https://www.asiainspection.com/regulatory-updates/September-2016/california-prop65-reasonable-warnings,102.0,None,,US State California OEHHA Adopts Amendments to Article 6 of the CCR Regarding Clear and Reasonable Warnings for Proposition 65,126.0,TOO LONG,September-2016 Regulatory Update,32.0,,,0.0,,,0.0,NORTH AMERICA NEWS,18.0,,11.0,4.0,7.0,5.0,5.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:15:39 GMT",HTTPS,False,NONE,88.723,OK,200.0,3.0,regulatory-updates,September-2016,
http://www.asiainspection.com/food-testing-and-certification-lab,https://www.asiainspection.com/food-testing-and-certification-lab,65.0,None,,"Food Quality Testing & Certification | AI Laboratory Services – Pesticide, Microbiology & Chemical Analysis for Food Products",125.0,TOO LONG, Food Testing and Certification Labs ,37.0,,AsiaInspection’s accredited laboratories provide a full scope of lab testing and certification services for the food product industry. Ensure the quality of your products with AI.,179.0,,"food testing lab, laboratory food testing, food quality testing lab, food product certification, food pesticide testing, food microbiology testing",146.0,Food Quality Testing and Certification,38.0,,13.0,5.0,8.0,15.6,58.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:11:37 GMT",HTTPS,False,NONE,111.3,OK,200.0,1.0,,,
https://www.asiainspection.com/food-testing-and-certification-lab,https://www.asiainspection.com/food-testing-and-certification-lab,65.0,None,,"Food Quality Testing & Certification | AI Laboratory Services – Pesticide, Microbiology & Chemical Analysis for Food Products",125.0,TOO LONG, Food Testing and Certification Labs ,37.0,,AsiaInspection’s accredited laboratories provide a full scope of lab testing and certification services for the food product industry. Ensure the quality of your products with AI.,179.0,,"food testing lab, laboratory food testing, food quality testing lab, food product certification, food pesticide testing, food microbiology testing",146.0,Food Quality Testing and Certification,38.0,,13.0,5.0,8.0,15.6,58.0,5.0,3.0,text/html; charset=UTF-8,"Fri, 10 Nov 2017 05:10:43 GMT",HTTPS,False,NONE,77.389,OK,200.0,1.0,,,
