URL,TITLE,TITLE LENGTH,TITLE STATUS,H1-1,H1-1 LENGTH,H1-1 STATUS,FINAL URL,FINAL URL LENGTH,CANONICAL,CANONICAL LENGTH,META DESCRIPTION,META DESCRIPTION LENGTH,META DESCRIPTION STATUS,META KEYWORDS,META KEYWORDS LENGTH,H2-1,H2-1 LENGTH,H2-1 STATUS,NUMBER OF IMAGES,NUMBER OF WITH ALT-TAG,NUMBER OF WITHOUT ALT-TAG,ALT-TAG AVERAGE LENGTH,ALT-TAG MAXIMUM LENGTH,ALT-TAG MINIMUM LENGTH,NUMBER OF ALT-TAGS THAT ARE DUPLICATED,CONTENT TYPE,DATE,HEADERS,HTTP/HTTPS,REDIRECT,REDIRECT TYPE,RESPONSE TIME (MS),STATUS,STATUS CODE
https://nativeenergy.com/for-project-developers.html,For Project Developers + Owners | NativeEnergy,46.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/for-project-developers.html,55.0,None,-1,"Whether you are planning to sell carbon credits or seeking expertise about the carbon market, NativeEnergy can help you meet your project development goals.",156.0,GOOD,"sell carbon credits,  carbon project, renewable energy consulting",65.0,Buy Carbon Offsets,18.0,TOO SHORT,10.0,9.0,1.0,13.444444444444445,45.0,0.0,0.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:06 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:06 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=e5c1f23a4234a477477f0d214cacd022; path=/, evo1mb1hmf=e5c1f23a4234a477477f0d214cacd022; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,718.781,OK,200.0
https://nativeenergy.com/shenandoah-school-wind-project.html,Shenandoah School Wind Project | NativeEnergy,45.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/shenandoah-school-wind-project.html,63.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,22.0,21.0,1.0,10.714285714285714,55.0,0.0,4.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:14 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:14 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=6091c8bda020d61bea68d4155e59f530; path=/, evo1mb1hmf=6091c8bda020d61bea68d4155e59f530; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,736.712,OK,200.0
https://nativeenergy.com/#newsletter-lightbox,NativeEnergy | Your Climate Solutions Expert,44.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/,28.0,None,-1,"NativeEnergy is an expert provider of carbon offsets, renewable energy credits, and carbon accounting software. We help businesses and individuals identify and reduce their greenhouse gas pollution and attain their sustainability goals. ",237.0,TOO LONG,"nativeenergy, native energy,  carbon offsets, carbon credits, carbon project, carbon calculator, carbon footprint, carbon products",130.0,Buy Carbon Offsets,18.0,TOO SHORT,58.0,56.0,2.0,6.517857142857143,45.0,0.0,26.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:13:22 GMT","{'Date': 'Thu, 09 Nov 2017 04:13:22 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=9fbe4c02ffbf3c76e44fd64aaa9bbcf8; path=/, evo1mb1hmf=9fbe4c02ffbf3c76e44fd64aaa9bbcf8; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,761.073,OK,200.0
https://nativeenergy.com/#contact-lightbox,NativeEnergy | Your Climate Solutions Expert,44.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/,28.0,None,-1,"NativeEnergy is an expert provider of carbon offsets, renewable energy credits, and carbon accounting software. We help businesses and individuals identify and reduce their greenhouse gas pollution and attain their sustainability goals. ",237.0,TOO LONG,"nativeenergy, native energy,  carbon offsets, carbon credits, carbon project, carbon calculator, carbon footprint, carbon products",130.0,Buy Carbon Offsets,18.0,TOO SHORT,58.0,56.0,2.0,6.517857142857143,45.0,0.0,26.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:13:14 GMT","{'Date': 'Thu, 09 Nov 2017 04:13:14 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=e5f5e88d161d7b372899e31c645f10d1; path=/, evo1mb1hmf=e5f5e88d161d7b372899e31c645f10d1; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,738.085,OK,200.0
https://nativeenergy.com/#,NativeEnergy | Your Climate Solutions Expert,44.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/,28.0,None,-1,"NativeEnergy is an expert provider of carbon offsets, renewable energy credits, and carbon accounting software. We help businesses and individuals identify and reduce their greenhouse gas pollution and attain their sustainability goals. ",237.0,TOO LONG,"nativeenergy, native energy,  carbon offsets, carbon credits, carbon project, carbon calculator, carbon footprint, carbon products",130.0,Buy Carbon Offsets,18.0,TOO SHORT,58.0,56.0,2.0,6.517857142857143,45.0,0.0,26.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:51 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:51 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=df23565ef69b9ec431de193c2d2c40ce; path=/, evo1mb1hmf=df23565ef69b9ec431de193c2d2c40ce; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,760.316,OK,200.0
https://nativeenergy.com/,NativeEnergy | Your Climate Solutions Expert,44.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/,28.0,None,-1,"NativeEnergy is an expert provider of carbon offsets, renewable energy credits, and carbon accounting software. We help businesses and individuals identify and reduce their greenhouse gas pollution and attain their sustainability goals. ",237.0,TOO LONG,"nativeenergy, native energy,  carbon offsets, carbon credits, carbon project, carbon calculator, carbon footprint, carbon products",130.0,Buy Carbon Offsets,18.0,TOO SHORT,58.0,56.0,2.0,6.517857142857143,45.0,0.0,26.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:10:42 GMT","{'Date': 'Thu, 09 Nov 2017 04:10:42 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=497e6bb5b9fd582fb6dc2814f8d5e5eb; path=/, evo1mb1hmf=497e6bb5b9fd582fb6dc2814f8d5e5eb; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,752.193,OK,200.0
https://nativeenergy.com/home.html,NativeEnergy | Your Climate Solutions Expert,44.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/home.html,37.0,None,-1,"NativeEnergy is an expert provider of carbon offsets, renewable energy credits, and carbon accounting software. We help businesses and individuals identify and reduce their greenhouse gas pollution and attain their sustainability goals. ",237.0,TOO LONG,"nativeenergy, native energy,  carbon offsets, carbon credits, carbon project, carbon calculator, carbon footprint, carbon products",130.0,Buy Carbon Offsets,18.0,TOO SHORT,58.0,56.0,2.0,6.517857142857143,45.0,0.0,26.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:13:52 GMT","{'Date': 'Thu, 09 Nov 2017 04:13:52 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=26b58d0dc6713c69a694311fc1d6f8bf; path=/, evo1mb1hmf=26b58d0dc6713c69a694311fc1d6f8bf; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,740.657,OK,200.0
https://nativeenergy.com/56.html,NativeEnergy | Your Climate Solutions Expert,44.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com,27.0,None,-1,"NativeEnergy is an expert provider of carbon offsets, renewable energy credits, and carbon accounting software. We help businesses and individuals identify and reduce their greenhouse gas pollution and attain their sustainability goals. ",237.0,TOO LONG,"nativeenergy, native energy,  carbon offsets, carbon credits, carbon project, carbon calculator, carbon footprint, carbon products",130.0,Buy Carbon Offsets,18.0,TOO SHORT,58.0,56.0,2.0,6.517857142857143,45.0,0.0,26.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:10:50 GMT","{'Date': 'Thu, 09 Nov 2017 04:10:50 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=c42b97dd3a5a5621070ea75b7dc2a09d; path=/, evo1mb1hmf=c42b97dd3a5a5621070ea75b7dc2a09d; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,738.884,OK,200.0
https://nativeenergy.com/ethiopia-clean-water-project.html,Ethiopia Clean Water Project | NativeEnergy,43.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/ethiopia-clean-water-project.html,61.0,None,-1,,0.0,"BAD, MISSING META",,0.0,Buy Carbon Offsets,18.0,TOO SHORT,21.0,16.0,5.0,8.6875,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:22 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:22 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=542ca390503c2ebef4b6f1d28cfba86a; path=/, evo1mb1hmf=542ca390503c2ebef4b6f1d28cfba86a; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,745.706,OK,200.0
https://nativeenergy.com/help-build-project-portfolio.html,Help Build™ Carbon Projects | NativeEnergy,42.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/help-build-project-portfolio.html,61.0,None,-1,"NativeEnergy's Help Build™ carbon offsets provide upfront funding for new carbon projects. Since 2000, our customers have helped build over 50 projects with exceptional social and environmental benefits. ",204.0,TOO LONG,carbon project,14.0,Buy Carbon Offsets,18.0,TOO SHORT,24.0,16.0,8.0,7.5625,45.0,0.0,7.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:12:48 GMT","{'Date': 'Thu, 09 Nov 2017 04:12:48 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=42248d00bd89b5655dc6a931424dc29f; path=/, evo1mb1hmf=42248d00bd89b5655dc6a931424dc29f; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,698.337,OK,200.0
https://nativeenergy.com/help-build.html,Help Build™ Carbon Offsets | NativeEnergy,41.0,SHORT,"Your Climate Solutions Expert: carbon offsets, renewable energy credits, and carbon tracking services",101.0,GOOD,http://www.nativeenergy.com/help-build.html,43.0,None,-1,"Reduce your business’s greenhouse gas emissions
by helping build projects that benefit local communities.",106.0,GOOD,"carbon offsets, carbon offsets for business",43.0,Buy Carbon Offsets,18.0,TOO SHORT,14.0,10.0,4.0,12.1,45.0,0.0,1.0,text/html; charset=UTF-8,"Thu, 09 Nov 2017 04:11:24 GMT","{'Date': 'Thu, 09 Nov 2017 04:11:24 GMT', 'Server': 'Apache', 'X-Powered-By': 'PHP/5.5.38', 'P3P': 'CP=""NOI NID ADMa OUR IND UNI COM NAV""', 'Cache-Control': 'private, must-revalidate', 'Set-Cookie': 'evo1mb1hmf=e452534b265b8a458c8142bdf164b972; path=/, evo1mb1hmf=e452534b265b8a458c8142bdf164b972; path=/; httponly', 'Keep-Alive': 'timeout=5, max=100', 'Connection': 'Keep-Alive', 'Transfer-Encoding': 'chunked', 'Content-Type': 'text/html; charset=UTF-8'}",HTTP,False,NONE,724.023,OK,200.0
